년도,모델명,제조사,유종,배기량,복합연비,등급,CO2 배출량,평균주행거리(km),경유 단가(원/L),1년 유지비(원)
2019,BMW 420d Coupe RDE,BMW,경유,1995,13.7,3등급,139,15000,"1,474.20","1,614,087"
2019,포터 2.5디젤 장축 표준캡(유로6) (15),현대,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,GV80 3.0디젤 AWD 7인 20인치타이어(DS),현대,경유,2996,10.6,4등급,184,15000,"1,474.20","2,086,132"
2019,투싼 2.0디젤 2WD 8AT 19인치,현대,경유,1998,13.9,2등급,137,15000,"1,474.20","1,590,863"
2019,"스포티지 1.6디젤 2WD (PE/19""타이어)",기아,경유,1598,15.3,2등급,122,15000,"1,474.20","1,445,294"
2019,"K7 2.2디젤 (18""타이어)",기아,경유,2199,14.5,2등급,131,15000,"1,474.20","1,525,034"
2019,BMW 740d xDrive,BMW,경유,2993,11.2,4등급,174,15000,"1,474.20","1,974,375"
2019,볼보 XC60D5 AWD,볼보,경유,1969,11.7,3등급,165,15000,"1,474.20","1,890,000"
2019,Tiguan Allspace 2.0 TDI,폭스바겐,경유,1968,13.7,3등급,138,15000,"1,474.20","1,614,087"
2019,E220 d Cabriolet,벤츠,경유,1950,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,포터 2.5디젤 4WD 덤프(유로6) (15),현대,경유,2497,8.5,5등급,231,15000,"1,474.20","2,601,529"
2019,Q5 40 TDI uattro,아우디,경유,1968,12,3등급,160,15000,"1,474.20","1,842,750"
2019,BMW 620d xDrive,BMW,경유,1995,13.2,3등급,145,15000,"1,474.20","1,675,227"
2019,아반떼(AD PE) 1.6디젤 7DCT,현대,경유,1582,17.8,1등급,104,15000,"1,474.20","1,242,303"
2019,투싼 2.0디젤 AWD 8AT 19인치 (빌트인캠),현대,경유,1998,13,3등급,148,15000,"1,474.20","1,701,000"
2019,MINI Cooper D Clubman,MINI,경유,1995,14.7,2등급,128,15000,"1,474.20","1,504,285"
2019,"카니발(PE 20MY) 2.2디젤 2WD 11인승 (18"" 타이어)",기아,경유,2199,11.3,4등급,172,15000,"1,474.20","1,956,902"
2019,A8 50 TDI uattro,아우디,경유,2967,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,카이엔 디젤,포르쉐,경유,2967,10.7,4등급,181,15000,"1,474.20","2,066,635"
2019,GV70 2.2디젤 2WD 18인치 (빌트인캠),현대,경유,2151,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,BMW 118d WLTP,BMW,경유,1995,13.9,2등급,136,15000,"1,474.20","1,590,863"
2019,"QM6 2.0 DIESEL New (4WD 18"" Tire)",르노삼성,경유,1997,12.7,3등급,151,15000,"1,474.20","1,741,181"
2019,G70(IK PE) 2.2디젤 2WD_18/19인치타이어,현대,경유,2199,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,레인지로버 스포츠 SDV6,랜드로버,경유,2993,9.3,5등급,210,15000,"1,474.20","2,377,741"
2019,"카니발 2.2디젤 하이리무진 11인(18"" 타이어)",기아,경유,2199,10.3,4등급,189,15000,"1,474.20","2,146,893"
2019,Mercedes-Benz C 220 d 4MATIC,벤츠,경유,1950,14,2등급,136,15000,"1,474.20","1,579,500"
2019,"스포티지 1.6디젤 2WD (PE/17""타이어)",기아,경유,1598,16.3,1등급,114,15000,"1,474.20","1,356,625"
2019,"코나 1.6디젤 2WD (17"" 타이어)",현대,경유,1598,17.3,1등급,107,15000,"1,474.20","1,278,208"
2019,GV80 3.0디젤 2WD 5인 22인치 타이어(DS),현대,경유,2996,11.6,3등급,167,15000,"1,474.20","1,906,293"
2019,싼타페 2.2디젤 AWD 5인 20인치타이어,현대,경유,2151,12.8,3등급,149,15000,"1,474.20","1,727,578"
2019,투싼 2.0디젤 2WD 8AT 18인치 (빌트인캠),현대,경유,1998,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,"카니발(PE 20MY) 2.2디젤 하이리무진 9인(19"" 타이어)",기아,경유,2199,10.3,4등급,189,15000,"1,474.20","2,146,893"
2019,BMW X4 M40d,BMW,경유,2993,10.7,4등급,182,15000,"1,474.20","2,066,635"
2019,Mercedes-Benz GLE 400 d 4MATIC Coupe,벤츠,경유,2925,10.5,4등급,184,15000,"1,474.20","2,106,000"
2019,"카니발(PE 20MY)2.2디젤 하이리무진 11인(18"" 타이어)",기아,경유,2199,10.3,4등급,189,15000,"1,474.20","2,146,893"
2019,투싼 2.0디젤 2WD 8AT 17인치,현대,경유,1998,14.8,2등급,128,15000,"1,474.20","1,494,121"
2019,MINI Cooper D Five Door,MINI,경유,1496,16.5,1등급,113,15000,"1,474.20","1,340,181"
2019,레인지로버 SDV8,랜드로버,경유,4367,7.6,5등급,262,15000,"1,474.20","2,909,605"
2019,BMW 420d xDrive Gran Coupe WLTP,BMW,경유,1995,11.9,3등급,162,15000,"1,474.20","1,858,235"
2019,"투싼 개조차 2.0디젤 2WD 6MT (17""타이어)",현대,경유,1995,15.1,2등급,124,15000,"1,474.20","1,464,437"
2019,재규어 XF 20d,재규어,경유,1999,12.7,3등급,151,15000,"1,474.20","1,741,181"
2019,Mercedes-Benz S 350d 4MATIC,벤츠,경유,2925,11,4등급,176,15000,"1,474.20","2,010,272"
2019,그랜드스타렉스 2.5 디젤 5밴 6MT (20MY),현대,경유,2497,11,4등급,175,15000,"1,474.20","2,010,272"
2019,G350 d,벤츠,경유,2987,7.7,5등급,258,15000,"1,474.20","2,871,818"
2019,모하비 3.0 디젤 4WD 7인,기아,경유,2959,9.6,4등급,205,15000,"1,474.20","2,303,437"
2019,봉고 1t 초장축 더블캡(유로6) (15),기아,경유,2497,8.6,5등급,227,15000,"1,474.20","2,571,279"
2019,봉고 1t 장축 더블캡(유로6) (15),기아,경유,2497,8.6,5등급,227,15000,"1,474.20","2,571,279"
2019,마세라티 콰트로포르테 디젤,마세라티,경유,2987,9.4,4등급,208,15000,"1,474.20","2,352,446"
2019,"스포티지 2.0디젤 4WD (PE/19""타이어)",기아,경유,1995,12.4,3등급,154,15000,"1,474.20","1,783,306"
2019,CHEVROLET EQUINOX FWD,GM,경유,1598,13.3,3등급,143,15000,"1,474.20","1,662,631"
2019,GV80 3.0디젤 AWD 7인 19인치타이어(DS),현대,경유,2996,10.9,4등급,179,15000,"1,474.20","2,028,715"
2019,포터 2.5디젤 장축 더블캡(유로6) (15),현대,경유,2497,9.4,4등급,207,15000,"1,474.20","2,352,446"
2019,싼타페 2.2디젤 2WD 5인 18인치타이어,현대,경유,2151,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,Peugeot 5008 1.5 BlueHDi,PSA Automobiles,경유,1499,14,2등급,135,15000,"1,474.20","1,579,500"
2019,Master Bus Ph2 13p,르노삼성,경유,2299,9.5,4등급,205,15000,"1,474.20","2,327,684"
2019,BMW 320d Gran Turismo WLTP,BMW,경유,1995,13,3등급,147,15000,"1,474.20","1,701,000"
2019,봉고 1t 장축 더블캡(유로6) (15),기아,경유,2497,9.4,4등급,207,15000,"1,474.20","2,352,446"
2019,그랜드스타렉스 2.5 디젤 3밴 6MT (20MY),현대,경유,2497,11,4등급,175,15000,"1,474.20","2,010,272"
2019,"투싼 개조차 2.0디젤 2WD 8AT (20MY_19""타이어)",현대,경유,1995,13.8,2등급,137,15000,"1,474.20","1,602,391"
2019,쏘렌토 2.2디젤 2WD 5인 20인치타이어,기아,경유,2151,13.7,3등급,139,15000,"1,474.20","1,614,087"
2019,코란도 1.6 디젤 6MT 2WD SCR ISG,쌍용,경유,1597,15.2,2등급,124,15000,"1,474.20","1,454,802"
2019,"셀토스 1.6디젤 4WD (16"" 타이어)",기아,경유,1598,16.1,1등급,116,15000,"1,474.20","1,373,478"
2019,봉고 1톤 초장축 표준캡 AT (강화유로6),기아,경유,2497,9,5등급,216,15000,"1,474.20","2,457,000"
2019,MINI Cooper SD Five Door,MINI,경유,1995,15.8,2등급,119,15000,"1,474.20","1,399,556"
2019,그랜드스타렉스 2.5디젤 2WD 5AT (PE2),현대,경유,2497,9.7,4등급,203,15000,"1,474.20","2,279,690"
2019,Arteon 2.0 TDI 4Motion,폭스바겐,경유,1968,13.4,3등급,143,15000,"1,474.20","1,650,223"
2019,T-ROC 2.0 TDI,폭스바겐,경유,1968,15.1,2등급,124,15000,"1,474.20","1,464,437"
2019,"팰리세이드 2.2디젤 2WD 8인(20""타이어)",현대,경유,2199,12,3등급,160,15000,"1,474.20","1,842,750"
2019,"스포티지 1.6디젤 4WD (PE/18""타이어)",기아,경유,1598,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,봉고 1톤 초장축 표준캡 MT (강화유로6),기아,경유,2497,9.9,4등급,195,15000,"1,474.20","2,233,636"
2019,재규어 XE D180 AWD,재규어,경유,1999,13.2,3등급,146,15000,"1,474.20","1,675,227"
2019,G4 렉스턴 2.2 8AT 4WD SCR Step2 7인승 ISG,쌍용,경유,2157,11.1,4등급,175,15000,"1,474.20","1,992,162"
2019,봉고 1톤 장축 더블캡 MT (강화유로6),기아,경유,2497,9.7,4등급,199,15000,"1,474.20","2,279,690"
2019,"코나 1.6디젤 2WD (16"" 타이어)",현대,경유,1598,17.5,1등급,105,15000,"1,474.20","1,263,600"
2019,BMW X4 xDrive20d,BMW,경유,1995,12.2,3등급,156,15000,"1,474.20","1,812,540"
2019,포터 2.5디젤 초장축 더블캡(유로6) (15),현대,경유,2497,9.4,4등급,207,15000,"1,474.20","2,352,446"
2019,포터 2.5디젤 4WD 슈퍼캡(유로6) (15),현대,경유,2497,8.8,5등급,222,15000,"1,474.20","2,512,840"
2019,BMW 520d xDrvie,BMW,경유,1995,13.9,2등급,136,15000,"1,474.20","1,590,863"
2019,"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (19"" 타이어)",기아,경유,1995,13.1,3등급,146,15000,"1,474.20","1,688,015"
2019,The Passat GT 2.0 TDI 4Motion,폭스바겐,경유,1968,14,2등급,136,15000,"1,474.20","1,579,500"
2019,봉고 1t 장축 표준캡(유로6) (15),기아,경유,2497,9.6,4등급,201,15000,"1,474.20","2,303,437"
2019,재규어 XE 20d,재규어,경유,1999,13.1,3등급,146,15000,"1,474.20","1,688,015"
2019,"카니발 2.2디젤 하이리무진 7인(19"" 타이어)",기아,경유,2199,10.3,4등급,189,15000,"1,474.20","2,146,893"
2019,쏘렌토 2.2디젤 4WD 5인 18인치타이어,기아,경유,2151,13.9,2등급,137,15000,"1,474.20","1,590,863"
2019,MINI Cooper SD five-door,MINI,경유,1995,15.4,2등급,121,15000,"1,474.20","1,435,909"
2019,레인지로버 벨라 D240,랜드로버,경유,1999,11,4등급,176,15000,"1,474.20","2,010,272"
2019,"투싼 개조차 2.0디젤 2WD 6MT (19""타이어)",현대,경유,1995,14.4,2등급,131,15000,"1,474.20","1,535,625"
2019,코란도 1.6 디젤 6AT 2WD SCR,쌍용,경유,1597,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,봉고 1톤 초장축 슈퍼캡 AT (강화유로6),기아,경유,2497,9,5등급,216,15000,"1,474.20","2,457,000"
2019,BMW 220d,BMW,경유,1995,13.9,2등급,137,15000,"1,474.20","1,590,863"
2019,쏘렌토(19MY) 2.0디젤 AWD ISG 7인 19인치,기아,경유,1995,11.7,3등급,165,15000,"1,474.20","1,890,000"
2019,GV70 2.2디젤 AWD 18인치,현대,경유,2151,12.9,3등급,149,15000,"1,474.20","1,714,186"
2019,MINI Cooper SD Clubman,MINI,경유,1995,13.4,3등급,142,15000,"1,474.20","1,650,223"
2019,투싼 2.0디젤 2WD 8AT 18인치,현대,경유,1998,14.3,2등급,133,15000,"1,474.20","1,546,363"
2019,"K7 2.2디젤 (PE/18""타이어)",기아,경유,2199,14.5,2등급,131,15000,"1,474.20","1,525,034"
2019,G4 렉스턴 2.2 8AT 2WD SCR Step2 7인승 ISG,쌍용,경유,2157,11.6,3등급,167,15000,"1,474.20","1,906,293"
2019,BMW 118d,BMW,경유,1995,15.3,2등급,128,15000,"1,474.20","1,445,294"
2019,Citroen C5 AirCross 1.5 BlueHDi,PSA Automobiles,경유,1499,14.2,2등급,133,15000,"1,474.20","1,557,253"
2019,스팅어 2.2디젤 2WD_17인치타이어,기아,경유,2199,15,2등급,126,15000,"1,474.20","1,474,200"
2019,"쏘렌토(19MY) 2.2디젤 2WD ISG 7인(18"" 타이어)",기아,경유,2199,13.4,3등급,142,15000,"1,474.20","1,650,223"
2019,모하비 3.0 디젤 2WD 5인,기아,경유,2959,10.1,4등급,193,15000,"1,474.20","2,189,405"
2019,G4 렉스턴 2.2 7AT 2WD SCR 5인승,쌍용,경유,2157,10.5,4등급,186,15000,"1,474.20","2,106,000"
2019,GV80 3.0디젤 2WD 5인 19인치 타이어(DS),현대,경유,2996,11.8,3등급,164,15000,"1,474.20","1,873,983"
2019,Passat GT 2.0 TDI,폭스바겐,경유,1968,15.1,2등급,125,15000,"1,474.20","1,464,437"
2019,MINI Cooper D Countryman ALL4,MINI,경유,1995,14.5,2등급,130,15000,"1,474.20","1,525,034"
2019,짚 레니게이드 1.6,크라이슬러,경유,1598,15.6,2등급,120,15000,"1,474.20","1,417,500"
2019,Citroen C5 AirCross 2.0 BlueHDi,PSA Automobiles,경유,1997,12.7,3등급,150,15000,"1,474.20","1,741,181"
2019,BMW 620d,BMW,경유,1995,13.4,3등급,142,15000,"1,474.20","1,650,223"
2019,Master VAN Ph2 L1H1,르노삼성,경유,2299,11.1,4등급,173,15000,"1,474.20","1,992,162"
2019,BMW X6 xDrive30d,BMW,경유,2993,10.9,4등급,178,15000,"1,474.20","2,028,715"
2019,G70 2.2디젤 2WD_18인치타이어 (15),현대,경유,2199,14.5,2등급,130,15000,"1,474.20","1,525,034"
2019,"쏘렌토(19MY) 2.0디젤 2WD ISG 7인 (18"" 타이어)",기아,경유,1995,13.2,3등급,144,15000,"1,474.20","1,675,227"
2019,싼타페 2.0 디젤 AWD 5인 (18'' 타이어),현대,경유,1995,12.3,3등급,156,15000,"1,474.20","1,797,804"
2019,벤츠 GLE300 d 4Matic,벤츠,경유,1950,10.6,4등급,183,15000,"1,474.20","2,086,132"
2019,Passat GT 2.0 TDI 4Motion,폭스바겐,경유,1968,13.6,3등급,140,15000,"1,474.20","1,625,955"
2019,"G80 2.2디젤 AWD 19MY (18""타이어)",현대,경유,2199,12.2,3등급,158,15000,"1,474.20","1,812,540"
2019,G70(IK PE) 2.2디젤 2WD_17인치(빌트인캠),현대,경유,2199,14.7,2등급,129,15000,"1,474.20","1,504,285"
2019,"모하비(PE2) 3.0디젤 4WD 7인(20"" 타이어)",기아,경유,2959,9.3,5등급,211,15000,"1,474.20","2,377,741"
2019,MINI Cooper D Countryman ALL4 RDE,MINI,경유,1995,13.9,2등급,136,15000,"1,474.20","1,590,863"
2019,스팅어 2.2디젤 2WD_18인치타이어,기아,경유,2199,14.1,2등급,135,15000,"1,474.20","1,568,297"
2019,그랜드스타렉스 2.5디젤 리무진 (20MY_6P_N/HR),현대,경유,2497,8.9,5등급,222,15000,"1,474.20","2,484,606"
2019,쏘렌토(19MY) 2.2디젤 AWD ISG 7인 19인치,기아,경유,2199,12,3등급,160,15000,"1,474.20","1,842,750"
2019,G4 렉스턴 2.2 7AT 4WD SCR 7인승,쌍용,경유,2157,10.1,4등급,194,15000,"1,474.20","2,189,405"
2019,BMW 530d RDE,BMW,경유,2993,12.6,3등급,151,15000,"1,474.20","1,755,000"
2019,BMW 420d Gran Coupe RDE,BMW,경유,1995,12.4,3등급,153,15000,"1,474.20","1,783,306"
2019,G70(IK PE) 2.2디젤 2WD_17인치타이어,현대,경유,2199,14.9,2등급,127,15000,"1,474.20","1,484,093"
2019,"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (18"" 타이어)",기아,경유,1995,13.8,2등급,138,15000,"1,474.20","1,602,391"
2019,봉고 1톤 4X4장축 슈퍼캡 (강화유로6),기아,경유,2497,9.2,5등급,212,15000,"1,474.20","2,403,586"
2019,볼보 S90D5 AWD,볼보,경유,1969,12.7,3등급,151,15000,"1,474.20","1,741,181"
2019,BMW Active Tourer,BMW,경유,1995,15.6,2등급,120,15000,"1,474.20","1,417,500"
2019,봉고 1t 장축 슈퍼캡(유로6) (15),기아,경유,2497,9.6,4등급,202,15000,"1,474.20","2,303,437"
2019,BMW X6 xDrive30d,BMW,경유,2993,10,4등급,194,15000,"1,474.20","2,211,300"
2019,CAPTUR 1.5 DIESEL,르노삼성,경유,1461,17.7,1등급,104,15000,"1,474.20","1,249,322"
2019,"투싼 개조차 1.6디젤 AWD (20MY_18""타이어)",현대,경유,1598,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,Peugeot 508 1.5 BlueHDi,PSA Automobiles,경유,1499,14.6,2등급,129,15000,"1,474.20","1,514,589"
2019,코란도 1.6 디젤 6AT AWD SCR,쌍용,경유,1597,14.1,2등급,135,15000,"1,474.20","1,568,297"
2019,S350 d 4Matic,벤츠,경유,2925,12.4,3등급,156,15000,"1,474.20","1,783,306"
2019,쏘렌토(19MY) 2.0디젤 AWD ISG 7인 18인치,기아,경유,1995,12.2,3등급,158,15000,"1,474.20","1,812,540"
2019,봉고 1톤 4X4장축 표준캡 (강화유로6),기아,경유,2497,9.2,5등급,212,15000,"1,474.20","2,403,586"
2019,BMW 730d xDrive,BMW,경유,2993,12.3,3등급,156,15000,"1,474.20","1,797,804"
2019,Master VAN Ph2 L2H2,르노삼성,경유,2299,10.9,4등급,176,15000,"1,474.20","2,028,715"
2019,"모하비(PE2) 3.0디젤 4WD 7인(18"" 타이어)",기아,경유,2959,9.4,4등급,209,15000,"1,474.20","2,352,446"
2019,BMW 320d Gran Turismo RDE,BMW,경유,1995,12.8,3등급,149,15000,"1,474.20","1,727,578"
2019,BMW 420d xDrive Gran Coupe,BMW,경유,1995,12.4,3등급,146,15000,"1,474.20","1,783,306"
2019,말리부 1.6 DIESEL,한국지엠,경유,1598,15.3,2등급,123,15000,"1,474.20","1,445,294"
2019,싼타페 2.0 디젤 2WD 5인 (18'' 타이어),현대,경유,1995,13.8,2등급,138,15000,"1,474.20","1,602,391"
2019,E220 d,벤츠,경유,1950,15.1,2등급,124,15000,"1,474.20","1,464,437"
2019,봉고 1톤 4X4덤프 (강화유로6),기아,경유,2497,8.8,5등급,222,15000,"1,474.20","2,512,840"
2019,BMW 420d Coupe,BMW,경유,1995,14.4,2등급,136,15000,"1,474.20","1,535,625"
2019,C220 d 4Matic Coupe,벤츠,경유,1950,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,봉고 덤프 2WD 슈퍼캡(유로6) (15),기아,경유,2497,9,5등급,216,15000,"1,474.20","2,457,000"
2019,Mercedes-Benz CLS 300 d,벤츠,경유,1950,13,3등급,146,15000,"1,474.20","1,701,000"
2019,BMW 740Ld xDrive WLTP,BMW,경유,2993,11.1,4등급,174,15000,"1,474.20","1,992,162"
2019,"스포티지 1.6디젤 2WD (PE/18""타이어)",기아,경유,1598,15.8,2등급,118,15000,"1,474.20","1,399,556"
2019,투싼 2.0디젤 AWD 8AT 19인치,현대,경유,1998,13,3등급,148,15000,"1,474.20","1,701,000"
2019,"쏘렌토(19MY) 2.2디젤 2WD ISG 5인(19"" 타이어)",기아,경유,2199,13.2,3등급,144,15000,"1,474.20","1,675,227"
2019,GLS350 d 4Matic,벤츠,경유,2987,9.6,4등급,204,15000,"1,474.20","2,303,437"
2019,"G80 2.2디젤 2WD (18""타이어) (15)",현대,경유,2199,13.8,2등급,138,15000,"1,474.20","1,602,391"
2019,MINI Cooper SD Countryman ALL4,MINI,경유,1995,14.3,2등급,133,15000,"1,474.20","1,546,363"
2019,BMW 730d xDrive,BMW,경유,2993,11.9,3등급,163,15000,"1,474.20","1,858,235"
2019,BMW 740d xDrive,BMW,경유,2993,12.1,3등급,160,15000,"1,474.20","1,827,520"
2019,마칸 S 디젤,포르쉐,경유,2967,10.8,4등급,179,15000,"1,474.20","2,047,500"
2019,MINI Cooper SD Countryman ALL4,MINI,경유,1995,13.2,3등급,144,15000,"1,474.20","1,675,227"
2019,봉고 1톤 초장축 더블캡 MT (강화유로6),기아,경유,2497,9.7,4등급,199,15000,"1,474.20","2,279,690"
2019,마세라티 기블리 디젤,마세라티,경유,2987,10,4등급,196,15000,"1,474.20","2,211,300"
2019,BMW 520d xDrive,BMW,경유,1995,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,Master Bus 13p,르노삼성,경유,2299,9.7,4등급,201,15000,"1,474.20","2,279,690"
2019,디스커버리 SD4,랜드로버,경유,1999,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,"K7 2.2디젤 (PE/19""타이어)",기아,경유,2199,14.1,2등급,135,15000,"1,474.20","1,568,297"
2019,G80 2.2디젤 2WD 18인치타이어,현대,경유,2151,14.6,2등급,130,15000,"1,474.20","1,514,589"
2019,쏘렌토 2.2디젤 2WD 7인 18인치타이어,기아,경유,2151,14.3,2등급,133,15000,"1,474.20","1,546,363"
2019,그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (6P_N/HR),현대,경유,2497,8.3,5등급,237,15000,"1,474.20","2,664,216"
2019,투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠),현대,경유,1998,13.2,3등급,145,15000,"1,474.20","1,675,227"
2019,그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,2497,11,4등급,175,15000,"1,474.20","2,010,272"
2019,"투싼 개조차 1.6디젤 2WD (19""타이어)",현대,경유,1598,15.3,2등급,122,15000,"1,474.20","1,445,294"
2019,포터 2.5디젤 4X4장축 더블캡(강화유로6),현대,경유,2497,9.2,5등급,212,15000,"1,474.20","2,403,586"
2019,그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2/20MY),현대,경유,2497,9.4,4등급,210,15000,"1,474.20","2,352,446"
2019,봉고 1t 4WD 더블캡(유로6) (15),기아,경유,2497,8.8,5등급,223,15000,"1,474.20","2,512,840"
2019,그랜드스타렉스(PE2)2.5디젤 리무진 (6P_N/HR),현대,경유,2497,8.9,5등급,222,15000,"1,474.20","2,484,606"
2019,싼타페 2.2 디젤 2WD 7인 (18'' 타이어),현대,경유,2199,13,3등급,146,15000,"1,474.20","1,701,000"
2019,MINI Cooper SD five-door,MINI,경유,1995,12.6,3등급,152,15000,"1,474.20","1,755,000"
2019,E220 d 4Matic,벤츠,경유,1950,13.7,3등급,139,15000,"1,474.20","1,614,087"
2019,Q7 45 TDI uattro,아우디,경유,2967,10.5,4등급,184,15000,"1,474.20","2,106,000"
2019,디펜더 110 D240,랜드로버,경유,1999,9.6,4등급,204,15000,"1,474.20","2,303,437"
2019,"G80 2.2디젤 2WD 19MY (18""타이어)",현대,경유,2199,13.8,2등급,138,15000,"1,474.20","1,602,391"
2019,디스커버리 스포츠 TD4 150PS,랜드로버,경유,1999,11.3,4등급,172,15000,"1,474.20","1,956,902"
2019,E220 d Cabriolet,벤츠,경유,1950,14.3,2등급,132,15000,"1,474.20","1,546,363"
2019,카니발 2.2디젤 2WD 9인승 (18'' 타이어),기아,경유,2199,11.4,4등급,170,15000,"1,474.20","1,939,736"
2019,포터 2.5디젤 초장축 더블캡 AT(강화유로6),현대,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,BMW 630d xDrive,BMW,경유,2993,13.1,3등급,146,15000,"1,474.20","1,688,015"
2019,재규어 F-PACE 20d AWD,재규어,경유,1999,11.5,4등급,168,15000,"1,474.20","1,922,869"
2019,G70 2.2디젤 AWD_18인치타이어 (15),현대,경유,2199,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,GV80 3.0디젤 AWD 7인 20인치타이어,현대,경유,2996,10.6,4등급,184,15000,"1,474.20","2,086,132"
2019,포터 2.5디젤 초장축 슈퍼캡 AT(강화유로6),현대,경유,2497,9,5등급,216,15000,"1,474.20","2,457,000"
2019,GV80 3.0디젤 AWD 7인 19인치타이어,현대,경유,2996,10.9,4등급,179,15000,"1,474.20","2,028,715"
2019,GV80 3.0디젤 AWD 7인 22인치타이어,현대,경유,2996,10.6,4등급,184,15000,"1,474.20","2,086,132"
2019,BMW X6 xDrive30d,BMW,경유,2993,10.5,4등급,185,15000,"1,474.20","2,106,000"
2019,싼타페 2.0 디젤 AWD 7인 (18'' 타이어),현대,경유,1995,12.3,3등급,156,15000,"1,474.20","1,797,804"
2019,"쏘렌토(19MY) 2.2디젤 2WD ISG 5인 (18"" 타이어)",기아,경유,2199,13.6,3등급,140,15000,"1,474.20","1,625,955"
2019,"카니발 2.2디젤 2WD 9인승 (19"" 타이어)",기아,경유,2199,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,싼타페 2.2 디젤 2WD 7인 (19'' 타이어),현대,경유,2199,12.8,3등급,149,15000,"1,474.20","1,727,578"
